id,publication_id,edition_id,title,other_title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,volume,number,isbn,call_number,language,general_note,subject_keywords,url_original_object
379465,410552,379465,Խաչքար,,"Պետրոսյան, Համլետ Լենսերի",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ․ խմբ․՝ Իգիթ Ղարիբյան ; Գեղ. խմբ.՝ Ս. Ամիրյանց,Երևան,2008,2008,Գիրք,Երևան,Փրինթինֆո,pdf,406 էջ,նկ․ ; 30 սմ,,,978-99941-836-6-1,AIII/8217,hy,"Ընկերներիս՝ ազգագրագետներ Զավեն Խառատյանի, Արթուր Մկրտչյանի և Համբարձում Գալստյանի հիշատակին",Հնագիտություն Հայաստան Պատմական հուշարձաններ Հայ ճարտարապետություն Խաչքար Հայոց պատմություն,https://arar.sci.am/dlibra/publication/410552/edition/379465
361625,390947,361625,Խաչքարերի ուսումնասիրության մեթոդաբանական ակնարկ,,"Խաչատուրեան, Յարութիւն",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Խաչքարերի մասին բազմաթիվ հրապարակումներ են եղել, որոնք, սակայն, բավարար չեն խաչքարային արվեստի մասին ամբողջական պատկեր ստանալու համար. պակաս է հիմնականը՝ ճշգրիտ խաչքարացուցակը։ Գիտենք, որ յուրաքանչյուր խաչքարի ուրույն «գոյանշումը (identification)» հեշտ չէ, հետևաբար այս արվեստին վերաբերող դասակարգման համակարգը, ձևայնացումը (formalisation) ևեզրաբանությունը անբավարար են։ Այս հարցերը կարևոր են թե՛ ժառանգության կառավարման, թե՛ գիտության և թե՛ զբոսաշրջության քաղաքականության համար, մանավանդ որ խաչքարի արվեստը ներառվել է ՅՈՒՆԵՍԿՈ-ի ցանկում:",2023,2023,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,5,,,,,,Խաչքարերի ուսումնասիրություն խաչքար որակ անձնագիր ԱՏՀ ցուցակ,https://arar.sci.am/dlibra/publication/390947/edition/361625
255845,266140,255845,Խմբագրական խորհուրդ,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/266140/edition/255845
215314,235770,215314,Խմբագրական խորհուրդ,Editorial board,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2017,2017,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,1,,978-5-8080-1293-6,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/235770/edition/215314
268263,292173,268263,Խմբագրական խորհուրդ,Editorial board,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2018,2018,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,2,,978-9939-9178-2-5,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/292173/edition/268263
376680,407592,376680,Խոջալուի «Ցեղասպանությունը» և դրա առաքելությունը Ղարաբաղյան կոնֆլիկտում,"Khojaly ""Genocide"" and its mission in Karabakh conflict ; «Геноцид» Ходжалы и его миссия в Карабахском конфликте","Խառատյան, Հրանուշ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,Երևան,2021,2021,Գիրք,Երևան,Հնագիտության և ազգագրության ինստիտուտի հրատ․,pdf,224 էջ,"նկ․, քարտեզ",,,978-9939-886-17-6,AII/107889 ; AII/107890,hy,,Ղարաբաղյան խնդիր Պատմություն Պատմական ազգագրություն Լեռնային Ղարաբաղի Ինքնավար մարզ Ժողովրդագրություն Խոջալու ադրբեջանական բնակավայր Արցախ,https://arar.sci.am/dlibra/publication/407592/edition/376680
377482,408211,377482,Ծիսական պարը հայոց հավատալիքների համատեքստում,Ritual dance in the context of armenian beliefs ; Обрядовые пляски в контексте армянских верований,"Խաչատրյան, Ժենյա",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,Երևան,2014,2014,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,381 էջ,,,,978-5-8080-1059-8,AII/99837 ; AII/99838,hy,,Ազգային պարեր Հայոց հավատալիքներ,https://arar.sci.am/dlibra/publication/408211/edition/377482
376392,407268,376392,Ծիսական պարը հայոց մեջ,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Խմբ․՝ Ժ․ Կ․ Խաչատրյան,Երևան,2002,2002,Գիրք,Երևան,«Մուղնի» հրատ.,pdf,120 էջ,նկ. ; 21 սմ,,,99930-929-9-1,AII/87333 ; AII/87334,hy,,Հայագիտություն Ազգագրություն Պարարվեստ,https://arar.sci.am/dlibra/publication/407268/edition/376392
379757,410965,379757,Ծովային Հայաստան,Armenia maritima. Archaeological heritage of the land Uduri-Etiuni ; Армения маритима. Археологическое наследие страны Удури-Этиуни,,"ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ ; Երևանի քաղաքապետարանի «Էրեբունի» պատմահնագիտական արգելոց-թանգարան ; Քոթսենի անվան հնագիտության ինստիտուտ, Կալիֆորնիայի համալսարան, Լոս Անջելես",Խմբագիրներ՝ Միքայել Բադալյան ; Քրիստինա Մարտիրոսյան-Օլշանսկի ; Արսեն Բոբոխյան ; Առաջաբանի հեղինակ՝ Պավել Ավետիսյան,Երևան,2022,2022,Գիրք,Երևան,Հնագիտության և ազգագրության ինստիտուտի հրատարակչություն,pdf,484 էջ,"նկարներ, աղյուսակներ, քարտեզներ, 30 սմ",,,978-9939-886-05-3,AIII/9378 ; AIII/9379,hy,,Հնագիտություն Հայաստանի Հանրապետություն Հնագիտական ժառանգություններ,https://arar.sci.am/dlibra/publication/410965/edition/379757
361596,390917,361596,Կազմ; Խմբագրական խորհուրդ,Editorial board,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2023,2023,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,5,,,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/390917/edition/361596
379467,410563,379467,Կազմ; Խմբագրական խորհուրդ,Necropolis of Lchashen I ; Лчашенский некрoполь I,"Պետրոսյան, Լևոն Աղասու",ՀՀ ԳԱԱ Հնագիտւթյան և ազգագրության ինստիտուտ,,Երևան,2018,2018,Հոդված,Երևան,ՀԱԻ հրատ.,pdf,,,22,,978-9939-9178-1-8,,hy ; ru ; en,22 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Դամբարաններ Հուշարձաններ,https://arar.sci.am/dlibra/publication/410563/edition/379467
379381,410457,379381,Կազմ; Խմբագրական խորհուրդ,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2024,2024,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,6,,,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/410457/edition/379381
360248,389490,360248,Կազմ; Խմբագրական խորհուրդ,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2021,2021,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,4,,978-9939-886-13-8,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/389490/edition/360248
414852,449851,414852,Կազմ; Խմբագրական խորհուրդ,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2025,2025,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,7,,2953-805X,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/449851/edition/414852
360266,389512,360266,Կաթը եւ կաթնամթերքը հայ ժողովրդական բժշկության մեջ,Молоко и молочные продукты в народной медицине армян ; Milk and Milk Products in the Armenian Folk Medicine,"Հարությունյան, Հասմիկ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Հայ ժողովրդական բժշկությունն ունի դարավոր ավանդույթներ: Ժողովրդական բուժամիջոցներն ու բուժման եղանակներն այնքան խորն արմատներ ունեն, որ այսօր էլ, չնայած արհեստավարժ բժշկության աննախադեպ ձեռքբերումներին, չեն մոռացվել և շարունակում են կիրառվել տարբեր հիվանդություններ դարմանելու համար: Ժողովրդական գիտելիքի այս բնագավառը հարուստ շտեմարան է ոչ միայն ազգագրության, այլև բժշկագիտության համար: Սույն հոդվածի խնդիրն է՝ վեր հանել կաթի և կաթնամթերքի տեղն ու դերը հայոց բազմադարյան փորձի արդյունքում ձևավորված հմտություններն իրենց մեջ խտացրած ժողովրդական բուժամիջոցների շարքում՝ բացահայտելով բուժման եղանակները, ընդգծելով դրանց համահայկական ընդհանրություններն ու պատմազգագրական առանձնահատկությունները: Այդ ուսումնասիրությունը կարող է ունենալ գործնական կարևոր նշանակություն: Несмотря на беспрецедентные достижения профессиональной медицины, народная медицина сохраняет свою актуальность по сей день. В богатой сокровищнице народной медицины армян особое место занимают молоко и молочные продукты. В данной статье сделана попытка выявить народные способы лечения, связанные с употреблением молока и молочных продуктов в лечебных целях. Эти знания приобретены в результате многовекового опыта, и многие из них одобрены профессиональной медициной. Этнографическое изучение применения молока и молочных продуктов в лечебных целях может иметь практическое значение. Though professional medicine has unprecedental achievements, folk medicine keeps its actuality till the present day. In the rich treasury of the Armenian folk medicine milk and milk products have their special place. This paper seeks to present folk skills concerning the use of milk and milk products as curing means. These skills have been achieved through centuries-old experience and many of them are approved by professional medicine. Ethnographic study of milk and milk products as curing means may have practical significance.",2021,2021,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,4,,978-9939-886-13-8,,,,Դաշտային հետազոտություններ ժողովրդական բժշկություն կաթնամթերք բուժիչ հատկություններ բուժման ժողովրդական հմտություններ եղանակներ մեթոդներ բուժամիջոցներ գործնական նշանակություն,https://arar.sci.am/dlibra/publication/389512/edition/360266
360251,389497,360251,Կաթքար-վիշապաքար. Երվանդ Լալայանից հարյուր տարի անց,,"Բոբոխյան, Արսեն",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Նշանավոր ազգագրագետ և հնագետ Երվանդ Լալայանը 1892 թ. լույս տեսած «Ջաւախքի բուրմունք » իր հայտնի գրքում առաջին անգամ շրջանառության մեջ դրեց Մուրջախեթ գյուղում գտնվող «Կաթքարի » մասին ավանդազրույցը և դրա հետ կապված պատկերացումները: Հետագայում այլ հեղինակներ ևս գրանցեցին այդ նույն ավանդազրույցի տարբերակները: Ուշագրավն այն է, որ Կաթքարն իրականում վիշապաքար է՝ հնագույն Հայաստանի կոթողային արվեստի կարևոր հուշարձան, ինչն այդ նվիրական քարը դարձնում է միաժամանակ ազգագրական և հնագիտական հետազոտության առարկա: Այս հոդվածում փորձ է կատարվում ընդհանուր գծերով ներկայացնելու Կաթքարի մասին առկա տվյալները՝ շրջանառության մեջ դնելով ավանդազրույցի մի նոր տարբերակ և երևույթը քննարկելով վիշապաքարերի ուսումնասիրության համատեքստում: Предание о «Каткаре» (Молочный камень), который находится в деревне Мурджахет (Джавахк), было записано четырьмя авторами։ Е. Лалаяном (1892 г.), И. Ростомишвили (1898 г.), Е. Токайшвили (1909 г.), В. Бдояном (1940 г.). В 2017 г. нами была записана еще одна версия. В этих версиях предания выделяются два основных сюжета։ 1. окаменение невесты, сестры, сестры-брата (как спасение от преследований врага, от страха или от наказания) и 2. обретение специального дара (давать молоко матерям и свет путешественникам) посредством метаморфозы. The legend regarding “Katkar” (Milk-stone) situated in the village Murjakhet of Javakhq was recorded by four authors։ Y. Lalayan (1892), I. Rostomishvili (1898), E. Taghaishvili (1909), V. Bdoyan (1940). In 2017 one more version was recorded by us. Two main plots are evident in variants of the legend։ 1. The bride’s, sister’s, sister’s and brother’s stone metamorphosis (as saving from the pursuit of the enemy, of fear or of punishment), and 2. acquisition of special gift (of giving milk to mothers and light to travelers) through stone metamorphosis.",2021,2021,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,4,,978-9939-886-13-8,,,,Միջգիտակարգային հետազոտություններ Ջավախք Մուրջախեթ Կաթքար վիշապաքար ազգագրական և հնագիտական ուսումնասիրության առարկայի համընկնում,https://arar.sci.am/dlibra/publication/389497/edition/360251
239150,260759,239150,Կասիոս լեռը Անտիոքի շրջանի հայոց աւանդազրոյցներուն և հաւատալիքներուն մէջ,Гора Кассиус в сказаниях и поверьях армян антиохийского региона; Mount Cassius in Traditional Ancient Beliefs and Folk Tales Of Armenians in the Antioch Region,"Չոլաքեան, Յակոբ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Յօդուածը կը ներկայացնէ Անտիոքի շրջանի հայութեան Վարդավառի տօնին հետ կապուած ժողովրդական որոշ ծէսեր ու հաւատալիքներ: Տիգրան Մեծի աշխարհակալութեան տարիներէն ի վեր, դարեր շարունակ այս շրջանակին մէջ ապրող ու մինչեւ ԺԱ դար միշտ համալրուող տեղւոյն հայութիւնը հայկական լեռնաշխարհէն բերած իր հաւատալիքներն ու հայոց բնաշխարհին հետ կապուած աւանդազրոյցները վերագրած է նոր միջավայրին, յատկապէս Կասիոս լերան, որ Ուկարիթի քաղաք-պետութեան օրերէն մինչեւ հելէնիզմի դարաշրջան` Պաալ-Զեւս աստուծոյ բնակավայրը կը նկատուէր, հոն էր նաեւ Անտիոքի մայր աստուածուհիին մեհեանը: В статье представлены некоторые народные обряды и поверья армян антиохийского региона, связанные с праздником Вардавар. Армяне, проживающие в этих краях веками, со времен правления Тиграна Великого, с постоянно возрастающей численностью до 11-ого века, принесенные с собой с Армянского нагорья поверья и связанные с родиной сказания приписали новой среде, особенно горе Кассиус, которая со времен города-государства Угарита до эпохи эллинизма считалась местом обитания бога Баал-Зевса, там же находился языческий храм богини-матери Антиохии. This article discusses the Armenians of the Antioch region, whose roots can be traced to Antioch since the times when the territory was part of Tigran the Great’s colony. For centuries, Armenians have been native inhabitants of this region. Their population continued to grow until the 11th century. The increased number of Armenians contributed to the local cultural life, with beliefs and folk tales that they brought with them from the Armenian Highlands. Those tales and beliefs were mixed with those from the local population who were particularly related to the Cassius Mountain area. During the time between the Ugarit Kingdom and the end of Hellenic period, the Cassius Mountain region was considered the home of the gods Baal and Zeus. The temple of the Godess of Antioch was there, as well.",2018,2018,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,2,,978-9939-9178-2-5,,,,Manners and customs Անտիոք Կասիոս լեռ Պալլում Վարդավառ,https://arar.sci.am/dlibra/publication/260759/edition/239150
379461,410547,379461,Կարս,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,"Պատ․ խմբ․՝ Ս․ Բ․ Հարությունյան ; Կազմ․՝ Ս․ Բ․ Հարությունյան, Ս․ Ա․ Վարդանյան, Է․ Հ․ Խեմչյան, Լ․ Խ․ Ղռեջյան, Մ․ Հ․ Խեմչյան",Երևան,2013,2013,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ․,pdf,752 էջ,"նկ․, քարտեզ ; 30 սմ",,,978-5-8080-1005-5,AIII/9095 ; AIII/8282 ; AIII/8283 ; AIII/8284,hy,Գիրքը նվիրվում է Կարսի մեծանուն քաղաքացի Եղիշե Չարենցի ծննդյան 115-ամյակին,Կարս Հայոց բանահյուսական մշակույթ Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/410547/edition/379461
380063,411204,380063,Կիլիկիա,,"Վարդանյան, Ռուբեն",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ ; Հայաստանի պատմության թանգարան,,Երևան,2014,2014,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,395 էջ,"նկ․, աղյս․",1,,978-9939-52-811-3,AIII/9519 ; AIII/8715,hy ; en,,Կիլիկյան հայկական դրամներ,https://arar.sci.am/dlibra/publication/411204/edition/380063
379766,410973,379766,Կիլիկիա,Киликия ; Cilicia,"Սվազլյան, Վերժինե",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Խմբ.՝ Ս. Հարությունյան,Երևան,1994,1994,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ,pdf,407 էջ,"7 ներդ. թ. գուն. նկ., նոտա., քարտեզն, 29 սմ",,,5-8080-0336-9,Djauk/3531 ; AIII/6605 ; AIII/6606,hy,,Հայոց պատմություն Կիլիկիա Ավանդույթներ,https://arar.sci.am/dlibra/publication/410973/edition/379766
361600,390922,361600,«Կիկլոպյան» ամրոցների ֆենոմենը՝ Արագած լեռան հարավային լանջերի ամրոցների օրինակով,,"Դանիելյան, Հենրիկ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Արագած լեռան հարավային լանջի պաշտպանական համակարգերի տարածման օրինաչափությունները և գործառույթը հասկանալու համար՝ ներկայացվող հոդվածում օգտագործվում են նորագույն մեթոդներ՝ մասնավորապես GIS համակարգ: Ներկայացվող տարածքը հարուստ է «կիկլոպյան » ամրոցներով (ամրացված բնակավայր, ամրոց, ամրացված սրբատեղի, դղյակ) և հսկայական հեկտարներ գրավող դամբարաններով (կրոմլեխ, դամբանաթումբ, դոլմեն): Տարածաշրջանը հարուստ է ջրային ռեսուրսներով, մասնավորապես Ամբերդ, Քասախ, Շահվերդ լեռնային կիրճերով հոսող մանր և միջին գետակները, ինչպես նաև բազմաթիվ բնական ևարհեստական ջրավազանները կենսական նշանակություն են ունեցել տարածքում վաղնջական շրջանում բնակավայրային համակարգերի ձևավորման համար: Among the important features of the construction of the Bronze and Iron Ages fortresses on the southern slope of Mount Aragats was the group disposition of defensive systems located at a distance of 1–2 km from each other. A large number of fortresses have been found in the studied area. These structures occupied a relatively small area. There are dwellings located on a small territory next to them, and the burial ground is spread around. This group of defensive systems fully comply with the type of É.GAL(MEŠ) - ""fortresses"" named in Urartian cuneiforms. Fortified settlements consist of a fortress, a citadel, tower-like structures, a settlement, and a burial ground. A citadel is a strongly fortified place of the settlement located on a hill, plateau or promontory, occupying a relatively high position in the area. Its residential complexes are located both inside it and outside, on the slopes and foothills of the hill. In Urartian cuneiform inscriptions this type of settlement is named with the ideogram URU and is characterized by a permanent population. There were the following types of settlements: URU LUGAL-nu-si - ""royal city"" and URU(MEŠ) - ""city"". Fortified sanctuaries are few. Analyzing the surviving complexes, we can assume that they consist of a cromlech surrounded by a wall. Another type of ""Cyclopean"" structures are castles, which are quite few on the southern slope of Mount Aragats. Combining the above data, we can conclude that the southern slope of Mount Aragats was inhabited from the earliest stages of the development of the culture of the Bronze and Iron Ages. Cyclopean fortresses, as the main type of settlements, appear during the transitional period from the Middle to the Late Bronze Age (c. 1500 BC), and most of them refer to the Late Bronze Age (1500–1300 BC) and the Early Iron Age (1200–900 BC). Одной из важнейших особенностей строительства крепостей бронзового и железного веков на южном склоне горы Арагац было групповое размещение оборонительных систем на расстоянии 1–2 км друг от друга. На изученной территории выявлено большое количество крепостей. Эти сооружения занимали относительно небольшую территорию. Рядом с ними на небольшой площади располагались жилища, а вокруг простирался могильник. Подобная группа оборонительной системы полностью соответствует типу É.GAL(MEŠ) - «крепостей», упоминаемых в урартских клинописях. Укрепленные поселения состоят из крепости, цитадели, башнеподобных сооружений, жилых домов и могильника. Цитадель – это хорошо защищенный участок укрепленного поселения, расположенный на холме, плато или мысе, занимающий относительно высокое положение на местности, а жилые комплексы размещаются как внутри нее, так и вне: на склонах и предгорьях холма. Этот тип поселения упоминается в урартских клинописных надписях с идеограммой URU, где его характеристикой было постоянное население. Существовали также поселения типа URU LUGAL-nu-si - «царский город» и URU(MEŠ) - «город». Укрепленные святилища весьма немногочисленны. Анализируя сохранившиеся комплексы, можно предположить, что они состоят из кромлеха, окруженного стеной. Еще одним типом «циклопических» сооружений являются замки, которых на южном склоне горы Арагац довольно мало. Объединив вышеприведенные данные, можно сделать вывод, что южный склон горы Арагац был заселен с самых ранних этапов развития культуры бронзового и железного веков. «Циклопические» крепости, как основной тип поселений, появляются в переходной период от средней к поздней бронзе (ок. 1500 г. до н. э.). Однако, большинство из них относится к эпохе поздней бронзы (1500–1300 гг. до н. э.) и раннему железному веку (1200–900 гг. до н. э.).",2023,2023,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,5,,,,,,Հուշարձաններ Գտածոներ վաղ երկաթի դարաշրջան Արագած լեռ «կիկլոպյան» ամրոց ուշ բրոնզի դարաշրջան,https://arar.sci.am/dlibra/publication/390922/edition/361600
215319,235775,215319,Կյանքը դեֆիցիտի պայմաններում. կանացի հագուստի պրակտիկաները Երևանում 1970-80-ականներին,,"Մանուկյան, Լիլիթ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Հագուստի պրակտիկաները՝ որպես մարդու առօրյա մշակույթի անբաժան մաս, հետաքրքիր է ուսումասիրել հատկապես խորհրդային գաղափարախոսության ու պաշտոնապես վերահսկվող միջավայրում՝ դիտարկելով, թե նման պայմաններում մարդկանց կողմից ինչ նախաձեռնություններ են ցուցաբերվում, և ինչպես են դրանք հարաբերվում պաշտոնական մոտեցումերի հետ: Clothing practices as inseparable part of people's everyday culture become important topic to investigate especially in the context of soviet official ideology. Clothing in daily life was under official surviliance in USSR. How did the state organise clothing issues and what was the reaction of people? What and how people prefered to dress and how did they obtain them? In my paper I try to examine those questions. Two type of clothing tendency will be presented based on what the interlocutors mainly mentioned. В статье анализируется отрицательное отношение «фабричной» одежде и альтернативная практика приобретения одежды в среде женщин, живущих в Ереване. Отдельно обсуждаются предпочтения к так называемой «импортной» одежде. В этом контексте практика шитья и вязания одежды являются в одном случае – подражание импортной одежде, во втором – способом выявления собственных идей и вкуса.",2017,2017,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,1,,978-5-8080-1293-6,,,,Economic Theory Political theory հագուստի դեֆիցիտ «իմպըրտնի» «ֆաբրիչնի» հագուստ հագուստի նմանակում անհատական ստեղծագործականություն,https://arar.sci.am/dlibra/publication/235775/edition/215319
10537,11882,10537,Կոնստանդին Մելիք-Շահնազարյան (Տմբլաչի Խաչան)․ Կյանքն ու գործը,Константин Мелик-Шахназарян (Тмблачи Хачан). Жизнь и деятельность,"Հայրապետյան, Թամարա",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Ա. Ս. Ղազիյան,Երևան,2007,2007,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,էջ 9-118,,,24,978-5-8080-0712-3,AIII/7629 ; AIII/7630,hy,,Հայ ազգագրություն Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/11882/edition/10537
376427,407288,376427,Կոշավանք,Кошаванк ; Koshavank,"Մանուչարյան, Աշոտ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,խմբ․՝ Գ․ Մ․ Գրիգորյան,Երևան,2015,2015,Գիրք,Երևան,«Լուսաբաց հրատարակչատուն»,pdf,68 էջ,,,,978-9939-69-144-2,AII/100772 ; AII/100773 ; AII/100774,hy,,Ճարտարապետություն Հուշարձաններ Արձանագրություններ,https://arar.sci.am/dlibra/publication/407288/edition/376427
